Time,EdgeID,Speed,Occupancy
84.0,130451981#2,13.41,0.0
84.0,375012288#0,11.595837806797922,0.07095358753282938
84.0,399093877#1,12.044457213043486,0.06860592755214051
84.0,455277311#1,12.011451031242531,0.047578266247977924
84.0,:cluster_1245504056_4787507113_49454997_5674123833_#2more_12,7.904672028670648,0.4113924050632911
84.0,:cluster_1323073964_49486845_9005168278_9005168279_#4more_21,6.95,0.0
84.0,:cluster_1323073964_49486845_9005168278_9005168279_#4more_13,6.95,0.0
84.0,:cluster_1266252708_9152246649_9152246652_9338705811_#2more_6,7.721040809152683,0.3295978905735003
84.0,:cluster_11592056388_1266252701_49470095_9152246641_1,9.62,0.0
84.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_1,13.41,0.0
84.0,947448834#1,9.698479315345992,0.05177055290950507
85.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_7,13.188000160091605,0.10191602119853241
85.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_11,11.88,0.0
85.0,375012288#1,13.41,0.0
85.0,-117446409#2,11.18,0.0
85.0,:cluster_1266252704_49470093_5674124717_5674124718_#11more_4,10.393609689157836,0.17940932928512285
85.0,375012288#5,13.41,0.0
85.0,425002736#1,13.41,0.0
85.0,-117446409#3,11.18,0.0
85.0,-117446409#4,7.7197539730910565,0.2638522427440633
85.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_9,11.88,0.0
85.0,:cluster_1266252704_49470093_5674124717_5674124718_#11more_17,11.6,0.0
85.0,111782596#2,13.41,0.0
85.0,:cluster_49555756_9005168266_3,13.41,0.0
85.0,130451981#3,13.41,0.0
85.0,130451981#2,13.41,0.0
85.0,375012288#0,12.621037215196399,0.07372456502506636
85.0,399093877#1,10.116637755155491,0.06860592755214051
85.0,455277311#1,12.546268972946677,0.047578266247977924
85.0,:cluster_1245504056_4787507113_49454997_5674123833_#2more_12,8.39,0.218304985246278
85.0,:cluster_1323073964_49486845_9005168278_9005168279_#4more_21,6.95,0.0
85.0,:cluster_1323073964_49486845_9005168278_9005168279_#4more_13,6.95,0.0
85.0,-455277308#4,7.583358845155035,0.15127360453041727
85.0,:cluster_1266252708_9152246649_9152246652_9338705811_#2more_6,8.27,0.0
85.0,:cluster_11592056388_1266252701_49470095_9152246641_1,9.62,0.0
85.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_1,13.41,0.0
85.0,947448834#1,9.12853547832624,0.0721892010610183
86.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_7,13.41,0.0
86.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_11,11.88,0.0
86.0,375012288#1,13.41,0.0
86.0,-117446409#2,11.18,0.0
86.0,:cluster_1266252704_49470093_5674124717_5674124718_#11more_4,11.133314570486926,0.17940932928512285
86.0,375012288#5,13.231645814663779,0.025887956922439684
86.0,425002736#1,13.41,0.0
86.0,-117446409#3,11.18,0.0
86.0,-117446409#4,9.632023560300505,0.2638522427440633
86.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_9,11.88,0.0
86.0,:cluster_1266252704_49470093_5674124717_5674124718_#11more_17,11.6,0.0
86.0,111782596#2,13.41,0.0
86.0,:cluster_49555756_9005168266_3,13.41,0.0
86.0,130451981#3,13.41,0.0
86.0,130451981#2,13.41,0.0
86.0,375012288#0,13.435937595092096,0.07372456502506636
86.0,399093877#1,13.41,0.0
86.0,455277311#1,12.51841477979296,0.023789133123988962
86.0,:cluster_1245504056_4787507113_49454997_5674123833_#2more_12,8.39,0.0
86.0,:cluster_1323073964_49486845_9005168278_9005168279_#4more_21,6.95,0.0
86.0,:cluster_1323073964_49486845_9005168278_9005168279_#4more_13,6.95,0.0
86.0,-455277308#4,8.38116342025464,0.21608417888012027
86.0,:cluster_1266252708_9152246649_9152246652_9338705811_#2more_6,8.27,0.0
86.0,:cluster_11592056388_1266252701_49470095_9152246641_1,9.62,0.0
86.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_1,13.41,0.0
86.0,947448834#1,10.308407297872527,0.0776558293642576
87.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_7,13.41,0.0
87.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_11,11.88,0.0
87.0,375012288#1,14.144940462828139,0.0289304478456116
87.0,-117446409#2,11.18,0.0
87.0,:cluster_1266252704_49470093_5674124717_5674124718_#11more_4,12.49,0.0
87.0,375012288#5,13.13747787766303,0.025887956922439684
87.0,425002736#1,13.41,0.0
87.0,-117446409#3,10.461958117264658,0.2759381898454746
87.0,-117446409#4,11.18,0.0
87.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_9,11.88,0.0
87.0,:cluster_1266252704_49470093_5674124717_5674124718_#11more_17,11.6,0.0
87.0,111782596#2,13.41,0.0
87.0,:cluster_49555756_9005168266_3,13.41,0.1761245814120601
87.0,130451981#3,13.41,0.0
87.0,130451981#2,13.41,0.0
87.0,375012288#0,13.41,0.0
87.0,399093877#1,13.41,0.0
87.0,455277311#1,11.288001412550132,0.05471500618517461
87.0,:cluster_1245504056_4787507113_49454997_5674123833_#2more_12,8.39,0.0
87.0,:cluster_1323073964_49486845_9005168278_9005168279_#4more_21,6.95,0.0
87.0,:cluster_1323073964_49486845_9005168278_9005168279_#4more_13,6.95,0.0
87.0,-455277308#4,9.15782504849294,0.21608417888012027
87.0,:cluster_1266252708_9152246649_9152246652_9338705811_#2more_6,8.27,0.0
87.0,:cluster_11592056388_1266252701_49470095_9152246641_1,9.62,0.0
87.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_1,12.382628348555413,0.10283833813245578
87.0,947448834#1,10.695007008867659,0.05177055290950507
88.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_7,13.41,0.0
88.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_11,11.88,0.0
88.0,375012288#1,14.194901240410738,0.08529512111907199
88.0,-117446409#2,10.891630134702064,0.011180996312347495
88.0,:cluster_1266252704_49470093_5674124717_5674124718_#11more_4,12.49,0.0
88.0,375012288#5,13.321556185951039,0.025887956922439684
88.0,425002736#1,13.41,0.0
88.0,-117446409#3,11.18,0.23864275463256074
88.0,-117446409#4,11.18,0.0
88.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_9,11.88,0.0
88.0,:cluster_1266252704_49470093_5674124717_5674124718_#11more_17,11.6,0.0
88.0,111782596#2,13.41,0.0
88.0,:cluster_49555756_9005168266_3,13.41,0.0
88.0,130451981#3,13.41,0.0
88.0,130451981#2,13.41,0.0
88.0,375012288#0,13.41,0.0
88.0,399093877#1,13.41,0.0
88.0,455277311#1,11.760738364891044,0.05471500618517461
88.0,:cluster_1245504056_4787507113_49454997_5674123833_#2more_12,8.39,0.0
88.0,:cluster_1323073964_49486845_9005168278_9005168279_#4more_21,6.95,0.0
88.0,:cluster_1323073964_49486845_9005168278_9005168279_#4more_13,6.95,0.0
88.0,-455277308#4,8.972309142240041,0.21608417888012027
88.0,:cluster_1266252708_9152246649_9152246652_9338705811_#2more_6,8.27,0.0
88.0,:cluster_11592056388_1266252701_49470095_9152246641_1,9.62,0.0
88.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_1,12.830223913320337,0.10283833813245578
88.0,947448834#1,9.687873663835019,0.06591097593810681
89.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_7,13.94005416885809,0.03741976500708121
89.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_11,11.88,0.0
89.0,375012288#1,13.41,0.05397793123085288
89.0,-117446409#2,10.487804502126163,0.1487652484379649
89.0,:cluster_1266252704_49470093_5674124717_5674124718_#11more_4,12.49,0.0
89.0,375012288#5,12.965259385489908,0.025887956922439684
89.0,425002736#1,12.714630277691871,0.07215007215007216
89.0,-117446409#3,11.18,0.0
89.0,-117446409#4,11.18,0.0
89.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_9,11.88,0.0
89.0,:cluster_1266252704_49470093_5674124717_5674124718_#11more_17,11.6,0.0
89.0,111782596#2,13.41,0.0
89.0,:cluster_49555756_9005168266_3,13.41,0.0
89.0,130451981#3,13.41,0.0
89.0,130451981#2,13.41,0.0
89.0,375012288#0,13.41,0.0
89.0,399093877#1,13.41,0.0
89.0,455277311#1,10.51357337563831,0.062330640811219584
89.0,:cluster_1245504056_4787507113_49454997_5674123833_#2more_12,8.39,0.0
89.0,:cluster_1323073964_49486845_9005168278_9005168279_#4more_21,6.95,0.0
89.0,:cluster_1323073964_49486845_9005168278_9005168279_#4more_13,6.95,0.0
89.0,-455277308#4,5.884953154423831,0.21608417888012027
89.0,:cluster_1266252708_9152246649_9152246652_9338705811_#2more_6,8.27,0.0
89.0,:cluster_11592056388_1266252701_49470095_9152246641_1,9.62,0.0
89.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_1,13.41,0.0
89.0,947448834#1,10.411129604498717,0.0776558293642576
90.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_7,14.354312846696459,0.10191602119853241
90.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_11,11.88,0.0
90.0,375012288#1,13.41,0.0
90.0,-117446409#2,10.266673061687834,0.1487652484379649
90.0,:cluster_1266252704_49470093_5674124717_5674124718_#11more_4,12.49,0.0
90.0,375012288#5,13.232245768778075,0.025887956922439684
90.0,425002736#1,12.450439821001604,0.07215007215007216
90.0,-117446409#3,11.18,0.0
90.0,-117446409#4,11.18,0.0
90.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_9,11.88,0.0
90.0,:cluster_1266252704_49470093_5674124717_5674124718_#11more_17,11.6,0.0
90.0,111782596#2,13.41,0.0
90.0,:cluster_49555756_9005168266_3,13.41,0.0
90.0,130451981#3,13.41,0.0
90.0,130451981#2,13.267370709605157,0.03856834310398026
90.0,375012288#0,13.41,0.0
90.0,399093877#1,13.41,0.0
90.0,455277311#1,10.237330799431222,0.07850413930916357
90.0,:cluster_1245504056_4787507113_49454997_5674123833_#2more_12,8.39,0.0
90.0,:cluster_1323073964_49486845_9005168278_9005168279_#4more_21,6.95,0.0
90.0,:cluster_1323073964_49486845_9005168278_9005168279_#4more_13,6.95,0.0
90.0,-455277308#4,3.9293608189412392,0.15223384418552302
90.0,:cluster_1266252708_9152246649_9152246652_9338705811_#2more_6,8.27,0.0
90.0,:cluster_11592056388_1266252701_49470095_9152246641_1,9.62,0.0
90.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_1,13.41,0.0
90.0,947448834#1,11.023942119125138,0.0776558293642576
91.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_7,13.41,0.0
91.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_11,11.88,0.0
91.0,375012288#1,13.41,0.0
91.0,-117446409#2,8.22041256141868,0.1487652484379649
91.0,:cluster_1266252704_49470093_5674124717_5674124718_#11more_4,12.49,0.0
91.0,375012288#5,13.896305563451437,0.05177591384487937
91.0,425002736#1,12.689816691521086,0.07215007215007216
91.0,-117446409#3,11.18,0.0
91.0,-117446409#4,11.18,0.0
91.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_9,11.88,0.0
91.0,:cluster_1266252704_49470093_5674124717_5674124718_#11more_17,11.6,0.0
91.0,111782596#2,13.41,0.0
91.0,:cluster_49555756_9005168266_3,13.41,0.0
91.0,130451981#3,13.41,0.0
91.0,130451981#2,13.219619442921239,0.03856834310398026
91.0,375012288#0,13.41,0.0
91.0,399093877#1,13.41,0.0
91.0,455277311#1,12.696156760595755,0.07276249305730517
91.0,:cluster_1245504056_4787507113_49454997_5674123833_#2more_12,8.39,0.0
91.0,:cluster_1323073964_49486845_9005168278_9005168279_#4more_21,6.95,0.0
91.0,:cluster_1323073964_49486845_9005168278_9005168279_#4more_13,6.95,0.0
